"Plot","plot.stratum","Code","trunk","tree.ID","Lianas.n","dw.number","dw.percent","height","Block","Forest","Caco","elevation","slope.var"
"KP1-S1","KP1-S1 UN","KP1-S1-B3-UN",12.4140855611678,"T655",4,1,10,1.5,"KP1","Kausi Primary",59.99,219,10.75
"KP1-S1","KP1-S1 UN","KP1-S1-B4-UN",13.3690152197192,"T656",1,0,5,1.5,"KP1","Kausi Primary",59.99,219,10.75
"KP1-S1","KP1-S1 CA","KP1-S1-C1-CA",14.0056349920868,"T649",2,0,5,14,"KP1","Kausi Primary",59.99,219,10.75
"KP1-S1","KP1-S1 CA","KP1-S1-C2-CA",14.9605646506382,"T658",5,0,5,9,"KP1","Kausi Primary",59.99,219,10.75
"KP1-S1","KP1-S1 CA","KP1-S1-C3-CA",19.735212943395,"T659",5,0,5,11,"KP1","Kausi Primary",59.99,219,10.75
"KP1-S1","KP1-S1 CA","KP1-S1-C4-CA",16.5521140815571,"T660",1,0,5,12,"KP1","Kausi Primary",59.99,219,10.75
"KP1-S1","KP1-S1 UN","KP1-S1-C1-UN",14.6422547644544,"T661",0,0,5,1.5,"KP1","Kausi Primary",59.99,219,10.75
"KP1-S1","KP1-S1 UN","KP1-S1-C2-UN",7.32112738222719,"T662",3,0,5,1.5,"KP1","Kausi Primary",59.99,219,10.75
"KP1-S1","KP1-S1 UN","KP1-S1-C3-UN",15.9154943091895,"T660",0,0,5,1.5,"KP1","Kausi Primary",59.99,219,10.75
"KP1-S1","KP1-S1 UN","KP1-S1-C4-UN",11.1408460164327,"T664",1,0,5,1.5,"KP1","Kausi Primary",59.99,219,10.75
"KP1-S1","KP1-S1 CA","KP1-S1-D1-CA",8.27605704077856,"T665",9,0,5,19,"KP1","Kausi Primary",59.99,219,10.75
"KP1-S1","KP1-S1 CA","KP1-S1-D2-CA",22.2816920328653,"T666",3,0,5,14,"KP1","Kausi Primary",59.99,219,10.75
"KP1-S1","KP1-S1 CA","KP1-S1-D3-CA",18.7802832848437,"T667",4,1,5,9,"KP1","Kausi Primary",59.99,219,10.75
"KP1-S1","KP1-S1 CA","KP1-S1-D4-CA",105.042262440651,"T684",1,0,5,9,"KP1","Kausi Primary",59.99,219,10.75
"KP1-S1","KP1-S1 UN","KP1-S1-D1-UN",7.63943726841098,"T669",0,2,5,1.5,"KP1","Kausi Primary",59.99,219,10.75
"KP1-S1","KP1-S1 UN","KP1-S1-D2-UN",13.3690152197192,"T670",5,3,15,1.5,"KP1","Kausi Primary",59.99,219,10.75
"KP1-S1","KP1-S1 UN","KP1-S1-D3-UN",6.36619772367581,"T671",0,1,5,1.5,"KP1","Kausi Primary",59.99,219,10.75
"KP1-S1","KP1-S1 UN","KP1-S1-D4-UN",6.6845076098596,"T672",1,0,5,1.5,"KP1","Kausi Primary",59.99,219,10.75
"KP1-S2","KP1-S2 CA","KP1-S2-A1-CA",13.687325105903,"T673",2,2,5,16,"KP1","Kausi Primary",58.03,219,7.75
"KP1-S2","KP1-S2 CA","KP1-S2-A2-CA",14.9605646506382,"T674",8,3,5,18,"KP1","Kausi Primary",58.03,219,7.75
"KP1-S2","KP1-S2 CA","KP1-S2-A3-CA",18.7802832848437,"T667",9,2,10,13,"KP1","Kausi Primary",58.03,219,7.75
"KP1-S2","KP1-S2 CA","KP1-S2-A4-CA",11.1408460164327,"T676",2,2,10,9,"KP1","Kausi Primary",58.03,219,7.75
"KP1-S2","KP1-S2 UN","KP1-S2-A1-UN",7.95774715459477,"T677",2,1,50,1.5,"KP1","Kausi Primary",58.03,219,7.75
"KP1-S2","KP1-S2 UN","KP1-S2-A2-UN",6.36619772367581,"T678",1,0,5,1.5,"KP1","Kausi Primary",58.03,219,7.75
"KP1-S2","KP1-S2 UN","KP1-S2-A3-UN",14.0056349920868,"T679",2,0,5,1.5,"KP1","Kausi Primary",58.03,219,7.75
"KP1-S2","KP1-S2 UN","KP1-S2-A4-UN",11.1408460164327,"T676",3,1,10,1.5,"KP1","Kausi Primary",58.03,219,7.75
"KP1-S2","KP1-S2 CA","KP1-S2-B1-CA",7.95774715459477,"T681",8,0,5,19,"KP1","Kausi Primary",58.03,219,7.75
"KP1-S2","KP1-S2 CA","KP1-S2-B2-CA",31.1943688460115,"T682",3,0,5,20,"KP1","Kausi Primary",58.03,219,7.75
"KP1-S2","KP1-S2 CA","KP1-S2-B3-CA",18.7802832848437,"T683",12,0,5,15,"KP1","Kausi Primary",58.03,219,7.75
"KP1-S2","KP1-S2 CA","KP1-S2-B4-CA",105.042262440651,"T684",3,0,5,8,"KP1","Kausi Primary",58.03,219,7.75
"KP1-S2","KP1-S2 UN","KP1-S2-B1-UN",7.95774715459477,"T681",0,0,5,1.5,"KP1","Kausi Primary",58.03,219,7.75
"KP1-S2","KP1-S2 UN","KP1-S2-B2-UN",7.0028174960434,"T686",1,0,5,1.5,"KP1","Kausi Primary",58.03,219,7.75
"KP1-S2","KP1-S2 UN","KP1-S2-B3-UN",18.7802832848437,"T683",4,1,5,1.5,"KP1","Kausi Primary",58.03,219,7.75
"KP1-S2","KP1-S2 UN","KP1-S2-B4-UN",6.04788783749202,"T688",1,3,5,1.5,"KP1","Kausi Primary",58.03,219,7.75
"KP1-S2","KP1-S2 CA","KP1-S2-C1-CA",19.4169030572112,"T689",2,2,5,13,"KP1","Kausi Primary",58.03,219,7.75
"KP1-S2","KP1-S2 CA","KP1-S2-C2-CA",28.6478897565412,"T690",0,0,5,24,"KP1","Kausi Primary",58.03,219,7.75
"KP1-S2","KP1-S2 CA","KP1-S2-C3-CA",19.0985931710274,"T691",0,0,5,16,"KP1","Kausi Primary",58.03,219,7.75
"KP1-S2","KP1-S2 CA","KP1-S2-C4-CA",48.3831026999362,"T692",3,0,5,17,"KP1","Kausi Primary",58.03,219,7.75
"KP1-S2","KP1-S2 UN","KP1-S2-C1-UN",6.04788783749202,"T693",0,2,5,1.5,"KP1","Kausi Primary",58.03,219,7.75
"KP1-S2","KP1-S2 UN","KP1-S2-C2-UN",14.3239448782706,"T694",1,0,5,1.5,"KP1","Kausi Primary",58.03,219,7.75
"KP1-S2","KP1-S2 UN","KP1-S2-C3-UN",7.32112738222719,"T695",0,0,5,1.5,"KP1","Kausi Primary",58.03,219,7.75
"KP1-S2","KP1-S2 UN","KP1-S2-C4-UN",6.36619772367581,"T696",0,1,5,1.5,"KP1","Kausi Primary",58.03,219,7.75
"KP1-S2","KP1-S2 CA","KP1-S2-D1-CA",14.9605646506382,"T697",3,0,5,18,"KP1","Kausi Primary",58.03,219,7.75
"KP1-S2","KP1-S2 CA","KP1-S2-D2-CA",28.6478897565412,"T690",2,4,10,19,"KP1","Kausi Primary",58.03,219,7.75
"KP1-S2","KP1-S2 CA","KP1-S2-D3-CA",25.1464810085195,"T699",0,1,5,17,"KP1","Kausi Primary",58.03,219,7.75
"KP1-S2","KP1-S2 CA","KP1-S2-D4-CA",48.3831026999362,"T692",0,5,10,16,"KP1","Kausi Primary",58.03,219,7.75
"KP1-S2","KP1-S2 UN","KP1-S2-D1-UN",7.32112738222719,"T701",4,0,5,1.5,"KP1","Kausi Primary",58.03,219,7.75
"KP1-S2","KP1-S2 UN","KP1-S2-D2-UN",7.63943726841098,"T702",0,0,5,1.5,"KP1","Kausi Primary",58.03,219,7.75
"KP1-S2","KP1-S2 UN","KP1-S2-D3-UN",3.5014087480217,"T703",2,0,5,1.5,"KP1","Kausi Primary",58.03,219,7.75
"KP1-S2","KP1-S2 UN","KP1-S2-D4-UN",6.04788783749202,"T704",1,1,5,1.5,"KP1","Kausi Primary",58.03,219,7.75
"KP1-S3","KP1-S3 CA","KP1-S3-A1-CA",43.2901445209955,"T705",0,0,5,17,"KP1","Kausi Primary",56.34,219,18.95
"KP1-S3","KP1-S3 CA","KP1-S3-A2-CA",90.4000076761966,"T706",3,0,5,18,"KP1","Kausi Primary",56.34,219,18.95
"KP1-S3","KP1-S3 CA","KP1-S3-A3-CA",38.8338061144225,"T707",1,1,10,20,"KP1","Kausi Primary",56.34,219,18.95
"KP1-S3","KP1-S3 CA","KP1-S3-A4-CA",30.2394391874601,"T708",1,0,5,12,"KP1","Kausi Primary",56.34,219,18.95
"KP1-S3","KP1-S3 UN","KP1-S3-A1-UN",11.7774657888003,"T709",0,0,5,1.5,"KP1","Kausi Primary",56.34,219,18.95
"KP1-S3","KP1-S3 UN","KP1-S3-A2-UN",8.91267681314614,"T710",1,0,5,1.5,"KP1","Kausi Primary",56.34,219,18.95
"KP1-S3","KP1-S3 UN","KP1-S3-A3-UN",4.77464829275686,"T711",1,0,5,1.5,"KP1","Kausi Primary",56.34,219,18.95
"KP1-S3","KP1-S3 UN","KP1-S3-A4-UN",37.8788764558711,"T712",0,0,5,1.5,"KP1","Kausi Primary",56.34,219,18.95
"KP1-S3","KP1-S3 CA","KP1-S3-B1-CA",72.2563441637205,"T713",3,0,15,23,"KP1","Kausi Primary",56.34,219,18.95
"KP1-S3","KP1-S3 CA","KP1-S3-B2-CA",26.4197205532546,"T714",NA,1,5,14,"KP1","Kausi Primary",56.34,219,18.95
"KP1-S3","KP1-S3 CA","KP1-S3-B3-CA",26.4197205532546,"T714",NA,1,5,24,"KP1","Kausi Primary",56.34,219,18.95
"KP1-S3","KP1-S3 CA","KP1-S3-B4-CA",154.061984912955,"T716",1,1,10,25,"KP1","Kausi Primary",56.34,219,18.95
"KP1-S3","KP1-S3 UN","KP1-S3-B1-UN",14.0056349920868,"T717",1,0,5,1.5,"KP1","Kausi Primary",56.34,219,18.95
"KP1-S3","KP1-S3 UN","KP1-S3-B2-UN",10.8225361302489,"T718",0,0,5,1.5,"KP1","Kausi Primary",56.34,219,18.95
"KP1-S3","KP1-S3 UN","KP1-S3-B3-UN",9.54929658551372,"T719",0,0,5,1.5,"KP1","Kausi Primary",56.34,219,18.95
"KP1-S3","KP1-S3 UN","KP1-S3-B4-UN",6.36619772367581,"T720",1,0,5,1.5,"KP1","Kausi Primary",56.34,219,18.95
"KP1-S3","KP1-S3 CA","KP1-S3-C1-CA",14.3239448782706,"T721",1,0,10,16,"KP1","Kausi Primary",56.34,219,18.95
"KP1-S3","KP1-S3 CA","KP1-S3-C2-CA",30.5577490736439,"T722",2,0,5,12,"KP1","Kausi Primary",56.34,219,18.95
"KP1-S3","KP1-S3 CA","KP1-S3-C3-CA",14.6422547644544,"T723",1,0,5,16,"KP1","Kausi Primary",56.34,219,18.95
"KP1-S3","KP1-S3 CA","KP1-S3-C4-CA",154.061984912955,"T716",1,1,10,24,"KP1","Kausi Primary",56.34,219,18.95
"KP1-S3","KP1-S3 UN","KP1-S3-C1-UN",10.8225361302489,"T725",0,0,10,1.5,"KP1","Kausi Primary",56.34,219,18.95
"KP1-S3","KP1-S3 UN","KP1-S3-C2-UN",8.91267681314614,"T726",2,0,5,1.5,"KP1","Kausi Primary",56.34,219,18.95
"KP1-S3","KP1-S3 UN","KP1-S3-C3-UN",6.6845076098596,"T727",0,0,5,1.5,"KP1","Kausi Primary",56.34,219,18.95
"KP1-S3","KP1-S3 UN","KP1-S3-C4-UN",11.4591559026165,"T728",NA,NA,5,1.5,"KP1","Kausi Primary",56.34,219,18.95
"KP1-S3","KP1-S3 CA","KP1-S3-D1-CA",34.3774677078494,"T729",1,0,5,17,"KP1","Kausi Primary",56.34,219,18.95
"KP1-S3","KP1-S3 CA","KP1-S3-D2-CA",30.5577490736439,"T730",2,0,5,13,"KP1","Kausi Primary",56.34,219,18.95
"KP1-S3","KP1-S3 CA","KP1-S3-D3-CA",154.061984912955,"T716",1,1,10,38,"KP1","Kausi Primary",56.34,219,18.95
"KP1-S3","KP1-S3 CA","KP1-S3-D4-CA",154.061984912955,"T716",1,1,10,16,"KP1","Kausi Primary",56.34,219,18.95
"KP1-S3","KP1-S3 UN","KP1-S3-D1-UN",5.09295817894065,"T733",0,0,5,1.5,"KP1","Kausi Primary",56.34,219,18.95
"KP1-S3","KP1-S3 UN","KP1-S3-D2-UN",9.23098669932993,"T734",1,0,5,1.5,"KP1","Kausi Primary",56.34,219,18.95
"KP1-S3","KP1-S3 UN","KP1-S3-D3-UN",3.5014087480217,"T735",1,0,5,1.5,"KP1","Kausi Primary",56.34,219,18.95
"KP1-S3","KP1-S3 UN","KP1-S3-D4-UN",11.7774657888003,"T736",0,1,5,1.5,"KP1","Kausi Primary",56.34,219,18.95
"KP2-S1","KP2-S1 CA","KP2-S1-A1-CA",91.3549373347479,"T737",2,3,20,22,"KP2","Kausi Primary",55,195,5.25
"KP2-S1","KP2-S1 CA","KP2-S1-A2-CA",91.3549373347479,"T737",2,3,20,15,"KP2","Kausi Primary",55,195,5.25
"KP2-S1","KP2-S1 CA","KP2-S1-A3-CA",22.6000019190491,"T739",4,6,20,18,"KP2","Kausi Primary",55,195,5.25
"KP2-S1","KP2-S1 CA","KP2-S1-A4-CA",86.8985989281749,"T740",9,6,20,28,"KP2","Kausi Primary",55,195,5.25
"KP2-S1","KP2-S1 UN","KP2-S1-A1-UN",16.5521140815571,"T741",3,1,10,1.5,"KP2","Kausi Primary",55,195,5.25
"KP2-S1","KP2-S1 UN","KP2-S1-A2-UN",14.0056349920868,"T742",0,0,5,1.5,"KP2","Kausi Primary",55,195,5.25
"KP2-S1","KP2-S1 UN","KP2-S1-A3-UN",4.77464829275686,"T743",0,3,20,1.5,"KP2","Kausi Primary",55,195,5.25
"KP2-S1","KP2-S1 UN","KP2-S1-A4-UN",7.0028174960434,"T744",0,2,10,1.5,"KP2","Kausi Primary",55,195,5.25
"KP2-S1","KP2-S1 CA","KP2-S1-B1-CA",31.8309886183791,"T745",1,0,5,20,"KP2","Kausi Primary",55,195,5.25
"KP2-S1","KP2-S1 CA","KP2-S1-B2-CA",31.8309886183791,"T745",1,0,5,7,"KP2","Kausi Primary",55,195,5.25
"KP2-S1","KP2-S1 CA","KP2-S1-B3-CA",31.8309886183791,"T745",1,0,5,18,"KP2","Kausi Primary",55,195,5.25
"KP2-S1","KP2-S1 CA","KP2-S1-B4-CA",86.8985989281749,"T740",9,4,20,24,"KP2","Kausi Primary",55,195,5.25
"KP2-S1","KP2-S1 UN","KP2-S1-B1-UN",22.6000019190491,"T739",0,0,5,1.5,"KP2","Kausi Primary",55,195,5.25
"KP2-S1","KP2-S1 UN","KP2-S1-B2-UN",9.86760647169751,"T750",1,0,5,1.5,"KP2","Kausi Primary",55,195,5.25
"KP2-S1","KP2-S1 UN","KP2-S1-B3-UN",6.6845076098596,"T751",2,NA,NA,1.5,"KP2","Kausi Primary",55,195,5.25
"KP2-S1","KP2-S1 UN","KP2-S1-B4-UN",3.81971863420549,"T752",0,3,15,1.5,"KP2","Kausi Primary",55,195,5.25
"KP2-S1","KP2-S1 CA","KP2-S1-C1-CA",31.8309886183791,"T753",2,1,5,17,"KP2","Kausi Primary",55,195,5.25
"KP2-S1","KP2-S1 CA","KP2-S1-C2-CA",93.5831065380345,"T754",0,4,20,18,"KP2","Kausi Primary",55,195,5.25
"KP2-S1","KP2-S1 CA","KP2-S1-C3-CA",23.8732414637843,"T759",2,3,15,13,"KP2","Kausi Primary",55,195,5.25
"KP2-S1","KP2-S1 CA","KP2-S1-C4-CA",23.8732414637843,"T759",2,3,15,16,"KP2","Kausi Primary",55,195,5.25
"KP2-S1","KP2-S1 UN","KP2-S1-C1-UN",10.8225361302489,"T757",1,0,5,1.5,"KP2","Kausi Primary",55,195,5.25
"KP2-S1","KP2-S1 UN","KP2-S1-C2-UN",4.13802852038928,"T758",0,4,30,1.5,"KP2","Kausi Primary",55,195,5.25
"KP2-S1","KP2-S1 UN","KP2-S1-C3-UN",23.8732414637843,"T759",2,3,15,1.5,"KP2","Kausi Primary",55,195,5.25
"KP2-S1","KP2-S1 UN","KP2-S1-C4-UN",8.27605704077856,"T760",3,1,5,1.5,"KP2","Kausi Primary",55,195,5.25
"KP2-S1","KP2-S1 CA","KP2-S1-D1-CA",82.7605704077856,"T761",20,8,50,22,"KP2","Kausi Primary",55,195,5.25
"KP2-S1","KP2-S1 CA","KP2-S1-D2-CA",82.7605704077856,"T762",20,8,50,10,"KP2","Kausi Primary",55,195,5.25
"KP2-S1","KP2-S1 CA","KP2-S1-D3-CA",82.7605704077856,"T763",3,8,50,31,"KP2","Kausi Primary",55,195,5.25
"KP2-S1","KP2-S1 CA","KP2-S1-D4-CA",381.971863420549,"T764",20,2,10,32,"KP2","Kausi Primary",55,195,5.25
"KP2-S1","KP2-S1 UN","KP2-S1-D1-UN",7.0028174960434,"T765",1,0,5,1.5,"KP2","Kausi Primary",55,195,5.25
"KP2-S1","KP2-S1 UN","KP2-S1-D2-UN",7.95774715459477,"T766",1,2,20,1.5,"KP2","Kausi Primary",55,195,5.25
"KP2-S1","KP2-S1 UN","KP2-S1-D3-UN",9.23098669932993,"T767",0,1,10,1.5,"KP2","Kausi Primary",55,195,5.25
"KP2-S1","KP2-S1 UN","KP2-S1-D4-UN",15.9154943091895,"T768",0,0,5,1.5,"KP2","Kausi Primary",55,195,5.25
"KP2-S2","KP2-S2 CA","KP2-S2-A1-CA",23.5549315776005,"T769",7,0,5,11,"KP2","Kausi Primary",59.6,195,6.5
"KP2-S2","KP2-S2 CA","KP2-S2-A2-CA",79.5774715459477,"T770",8,1,10,25,"KP2","Kausi Primary",59.6,195,6.5
"KP2-S2","KP2-S2 CA","KP2-S2-A3-CA",79.5774715459477,"T770",8,1,10,25,"KP2","Kausi Primary",59.6,195,6.5
"KP2-S2","KP2-S2 CA","KP2-S2-A4-CA",79.5774715459477,"T770",8,1,10,25,"KP2","Kausi Primary",59.6,195,6.5
"KP2-S2","KP2-S2 UN","KP2-S2-A1-UN",3.5014087480217,"T773",4,0,5,1.5,"KP2","Kausi Primary",59.6,195,6.5
"KP2-S2","KP2-S2 UN","KP2-S2-A2-UN",11.4591559026165,"T774",1,1,5,1.5,"KP2","Kausi Primary",59.6,195,6.5
"KP2-S2","KP2-S2 UN","KP2-S2-A3-UN",8.27605704077856,"T775",1,2,40,1.5,"KP2","Kausi Primary",59.6,195,6.5
"KP2-S2","KP2-S2 UN","KP2-S2-A4-UN",9.54929658551372,"T776",2,0,5,1.5,"KP2","Kausi Primary",59.6,195,6.5
"KP2-S2","KP2-S2 CA","KP2-S2-B1-CA",23.5549315776005,"T769",7,0,5,13,"KP2","Kausi Primary",59.6,195,6.5
"KP2-S2","KP2-S2 CA","KP2-S2-B2-CA",79.5774715459477,"T770",8,NA,NA,24,"KP2","Kausi Primary",59.6,195,6.5
"KP2-S2","KP2-S2 CA","KP2-S2-B3-CA",18.1436635124761,"T779",3,0,5,11,"KP2","Kausi Primary",59.6,195,6.5
"KP2-S2","KP2-S2 CA","KP2-S2-B4-CA",30.8760589598277,"T780",0,1,10,12,"KP2","Kausi Primary",59.6,195,6.5
"KP2-S2","KP2-S2 UN","KP2-S2-B1-UN",7.63943726841098,"T781",1,1,10,1.5,"KP2","Kausi Primary",59.6,195,6.5
"KP2-S2","KP2-S2 UN","KP2-S2-B2-UN",13.3690152197192,"T782",2,1,5,1.5,"KP2","Kausi Primary",59.6,195,6.5
"KP2-S2","KP2-S2 UN","KP2-S2-B3-UN",5.72957795130823,"T783",3,0,5,1.5,"KP2","Kausi Primary",59.6,195,6.5
"KP2-S2","KP2-S2 UN","KP2-S2-B4-UN",11.4591559026165,"T784",1,0,10,1.5,"KP2","Kausi Primary",59.6,195,6.5
"KP2-S2","KP2-S2 CA","KP2-S2-C1-CA",17.5070437401085,"T785",NA,3,10,NA,"KP2","Kausi Primary",59.6,195,6.5
"KP2-S2","KP2-S2 CA","KP2-S2-C2-CA",17.5070437401085,"T785",6,3,10,17,"KP2","Kausi Primary",59.6,195,6.5
"KP2-S2","KP2-S2 CA","KP2-S2-C3-CA",39.1521160006063,"T787",6,0,10,22,"KP2","Kausi Primary",59.6,195,6.5
"KP2-S2","KP2-S2 CA","KP2-S2-C4-CA",30.8760589598277,"T780",0,0,10,14,"KP2","Kausi Primary",59.6,195,6.5
"KP2-S2","KP2-S2 UN","KP2-S2-C1-UN",5.41126806512444,"T789",1,3,10,1.5,"KP2","Kausi Primary",59.6,195,6.5
"KP2-S2","KP2-S2 UN","KP2-S2-C2-UN",4.77464829275686,"T790",2,0,5,1.5,"KP2","Kausi Primary",59.6,195,6.5
"KP2-S2","KP2-S2 UN","KP2-S2-C3-UN",7.0028174960434,"T791",0,0,5,1.5,"KP2","Kausi Primary",59.6,195,6.5
"KP2-S2","KP2-S2 UN","KP2-S2-C4-UN",8.27605704077856,"T792",0,0,5,1.5,"KP2","Kausi Primary",59.6,195,6.5
"KP2-S2","KP2-S2 CA","KP2-S2-D1-CA",12.4140855611678,"T793",0,1,10,13,"KP2","Kausi Primary",59.6,195,6.5
"KP2-S2","KP2-S2 CA","KP2-S2-D2-CA",35.014087480217,"T794",0,2,10,16,"KP2","Kausi Primary",59.6,195,6.5
"KP2-S2","KP2-S2 CA","KP2-S2-D3-CA",12.4140855611678,"T795",2,3,20,14,"KP2","Kausi Primary",59.6,195,6.5
"KP2-S2","KP2-S2 CA","KP2-S2-D4-CA",30.8760589598277,"T780",0,0,10,14,"KP2","Kausi Primary",59.6,195,6.5
"KP2-S2","KP2-S2 UN","KP2-S2-D1-UN",12.4140855611678,"T793",0,0,10,1.5,"KP2","Kausi Primary",59.6,195,6.5
"KP2-S2","KP2-S2 UN","KP2-S2-D2-UN",9.23098669932993,"T798",2,2,10,1.5,"KP2","Kausi Primary",59.6,195,6.5
"KP2-S2","KP2-S2 UN","KP2-S2-D3-UN",8.91267681314614,"T799",2,3,20,1.5,"KP2","Kausi Primary",59.6,195,6.5
"KP2-S2","KP2-S2 UN","KP2-S2-D4-UN",6.04788783749202,"T800",0,1,10,1.5,"KP2","Kausi Primary",59.6,195,6.5
"KP2-S3","KP2-S3 CA","KP2-S3-A1-CA",40.4253555453414,"T801",4,4,10,21,"KP2","Kausi Primary",59,195,3
"KP2-S3","KP2-S3 CA","KP2-S3-A2-CA",64.2985970091257,"T802",4,3,5,18,"KP2","Kausi Primary",59,195,3
"KP2-S3","KP2-S3 CA","KP2-S3-A3-CA",78.3042320012125,"T803",7,4,15,16,"KP2","Kausi Primary",59,195,3
"KP2-S3","KP2-S3 CA","KP2-S3-A4-CA",31.1943688460115,"T804",10,4,10,23,"KP2","Kausi Primary",59,195,3
"KP2-S3","KP2-S3 UN","KP2-S3-A1-UN",14.9605646506382,"T805",1,0,3,1.5,"KP2","Kausi Primary",59,195,3
"KP2-S3","KP2-S3 UN","KP2-S3-A2-UN",18.1436635124761,"T806",5,2,5,1.5,"KP2","Kausi Primary",59,195,3
"KP2-S3","KP2-S3 UN","KP2-S3-A3-UN",11.1408460164327,"T807",1,2,10,1.5,"KP2","Kausi Primary",59,195,3
"KP2-S3","KP2-S3 UN","KP2-S3-A4-UN",10.1859163578813,"T808",4,1,3,1.5,"KP2","Kausi Primary",59,195,3
"KP2-S3","KP2-S3 CA","KP2-S3-B1-CA",28.966199642725,"T809",6,0,15,18,"KP2","Kausi Primary",59,195,3
"KP2-S3","KP2-S3 CA","KP2-S3-B2-CA",31.1943688460115,"T804",2,2,7,28,"KP2","Kausi Primary",59,195,3
"KP2-S3","KP2-S3 CA","KP2-S3-B3-CA",31.1943688460115,"T804",0,0,5,23,"KP2","Kausi Primary",59,195,3
"KP2-S3","KP2-S3 CA","KP2-S3-B4-CA",31.1943688460115,"T804",0,0,5,25,"KP2","Kausi Primary",59,195,3
"KP2-S3","KP2-S3 UN","KP2-S3-B1-UN",8.91267681314614,"T813",2,0,2,1.5,"KP2","Kausi Primary",59,195,3
"KP2-S3","KP2-S3 UN","KP2-S3-B2-UN",9.23098669932993,"T814",6,1,10,1.5,"KP2","Kausi Primary",59,195,3
"KP2-S3","KP2-S3 UN","KP2-S3-B3-UN",7.0028174960434,"T815",2,1,7,1.5,"KP2","Kausi Primary",59,195,3
"KP2-S3","KP2-S3 UN","KP2-S3-B4-UN",11.7774657888003,"T816",1,1,10,1.5,"KP2","Kausi Primary",59,195,3
"KP2-S3","KP2-S3 CA","KP2-S3-C1-CA",23.2366216914167,"T817",5,1,5,19,"KP2","Kausi Primary",59,195,3
"KP2-S3","KP2-S3 CA","KP2-S3-C2-CA",10.8225361302489,"T818",0,0,5,16,"KP2","Kausi Primary",59,195,3
"KP2-S3","KP2-S3 CA","KP2-S3-C3-CA",124.459165497862,"T819",20,3,15,19,"KP2","Kausi Primary",59,195,3
"KP2-S3","KP2-S3 CA","KP2-S3-C4-CA",124.459165497862,"T819",0,0,5,12,"KP2","Kausi Primary",59,195,3
"KP2-S3","KP2-S3 UN","KP2-S3-C1-UN",10.8225361302489,"T821",2,0,1,1.5,"KP2","Kausi Primary",59,195,3
"KP2-S3","KP2-S3 UN","KP2-S3-C2-UN",10.8225361302489,"T822",3,1,5,1.5,"KP2","Kausi Primary",59,195,3
"KP2-S3","KP2-S3 UN","KP2-S3-C3-UN",4.13802852038928,"T823",4,2,10,1.5,"KP2","Kausi Primary",59,195,3
"KP2-S3","KP2-S3 UN","KP2-S3-C4-UN",14.9605646506382,"T824",3,3,15,1.5,"KP2","Kausi Primary",59,195,3
"KP2-S3","KP2-S3 CA","KP2-S3-D1-CA",169.977479222144,"T825",20,3,10,22,"KP2","Kausi Primary",59,195,3
"KP2-S3","KP2-S3 CA","KP2-S3-D2-CA",18.1436635124761,"T826",0,0,5,14,"KP2","Kausi Primary",59,195,3
"KP2-S3","KP2-S3 CA","KP2-S3-D3-CA",124.459165497862,"T819",0,0,5,18,"KP2","Kausi Primary",59,195,3
